"uniprot_id","species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q17CG1","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL004549","AAEL004549-PA.",NA,NA,"neurotransmitter secretion",NA,"Synapsin, ATP binding domain","SYN3","Synapsin,Synapsin_C,Synapsin_N","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17D24","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL004351","AAEL004351-PC; Belongs to the protein kinase superfamily.","non-specific serine/threonine protein kinase",NA,"regulation of protein localization; Wnt signaling pathway","ATP binding; protein serine/threonine kinase activity","Casein kinase 1 gamma C terminal","CSNK1G2","CK1gamma_C,Pkinase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DB6","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL004255","Zinc finger protein.",NA,NA,"adaptive immune response; cell fate commitment; innate immune response","DNA-binding transcription repressor activity, RNA polymerase II-specific; N-methyltransferase activity; protein methyltransferase activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding","SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain","PRDM1","SET,zf-C2H2","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DL2","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL004133","AAEL004133-PA.",NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DM5","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL004088","Aldo-keto reductase.",NA,NA,NA,"oxidoreductase activity",NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E44","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","MAP/microtubule affinity-regulating kinase 3","Serine/threonine-protein kinase. Involved in the specific phosphorylation of microtubule-associated proteins for MAP2 and MAP4. Phosphorylates the microtubule-associated protein MAPT/TAU. Phosphorylates CDC25C on 'Ser-216'. Regulates localization and activity of some histone deacetylases by mediating phosphorylation of HDAC7, promoting subsequent interaction between HDAC7 and 14-3-3 and export from the nucleus. Regulates localization and activity of MITF by mediating its phosphorylation, promoting subsequent interaction between MITF and 14-3-3 and retention in the cytosol. Negatively regulates the Hippo signaling pathway and antagonizes the phosphorylation of LATS1. Cooperates with DLG5 to inhibit the kinase activity of STK3/MST2 toward LATS1. Phosphorylates PKP2 and KSR1","intracellular signal transduction; microtubule cytoskeleton organization","ATP binding; protein serine/threonine kinase activity","MAP microtubule affinity-regulating kinase",NA,"KA1,Pkinase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17EB3","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL003861","AAEL003861-PA.",NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II",NA,"Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17EP7","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL003731","Nuclear body associated kinase, putative.","non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity; protein tyrosine kinase activity","Nuclear body associated kinase","HIPK1","Pkinase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F07","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL003609","AAEL003609-PA.",NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F08","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL003592","AAEL003592-PA.",NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F71","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL003506","AAEL003506-PA.",NA,NA,"brain development; neuron differentiation","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","homeobox protein","EMX2","Homeobox","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17G69","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL003169","AAEL003169-PA.",NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GF2","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL003109","AAEL003109-PA.","GB1/RHD3-type G domain-containing protein",NA,NA,"GTP binding; GTPase activity","Guanylate-binding protein, N-terminal domain","ATL2","GBP,GBP_C","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GI1","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL003013","AAEL003013-PA; Belongs to the protein kinase superfamily.","mitogen-activated protein kinase kinase",NA,"cellular response to stress","ATP binding; JUN kinase kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity","Mitogen-activated protein kinase kinase 4","Mkk4","Pkinase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GP3","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL002938","Skd/vacuolar sorting; Belongs to the AAA ATPase family.","vesicle-fusing ATPase",NA,"cell division; endosomal transport; protein transport; vacuole organization","ATP binding; ATP hydrolysis activity","Belongs to the AAA ATPase family","VPS4A","AAA,MIT,Vps4_C","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17H75","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL002761","Putative tropomyosin invertebrate; Belongs to the tropomyosin family.",NA,NA,"system development",NA,"Belongs to the tropomyosin family","Tm1","Tropomyosin,Tropomyosin_1","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17HA9","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL002754","AAEL002754-PA.",NA,NA,"cell-cell adhesion","cell adhesion molecule binding","CD80-like C2-set immunoglobulin domain","KIRREL","C2-set_2,I-set,Ig_2,Ig_3,ig","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17HG6","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL002690","AAEL002690-PA.",NA,NA,"motor neuron axon guidance",NA,"Beat protein",NA,"C2-set_2,Ig_3","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17HS6","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL002594","AAEL002594-PA.","non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity","P21-Rho-binding domain","PAK3","PBD,Pkinase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17I67","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL002451","Zinc finger protein.",NA,NA,"negative regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","zinc finger","ZEB2","Homeobox,zf-C2H2,zf-C2H2_6","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17IA0","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL002411","AAEL002411-PA.",NA,NA,"positive regulation of Wnt signaling pathway","signaling receptor activity","Renin receptor-like protein","ATP6AP2","Renin_r","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17IK5","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL002321","AAEL002321-PA.",NA,NA,"animal organ development; positive regulation of multicellular organismal process; post-embryonic development","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","Paired box protein","ey","Homeobox,PAX","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17IL0","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL002287","Trans-prenyltransferase.",NA,NA,"isoprenoid biosynthetic process; pheromone biosynthetic process; ubiquinone biosynthetic process","prenyltransferase activity","Polyprenyl synthetase","PDSS1","polyprenyl_synt","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17J33","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL002171","Ubiquitin specific proteinase.",NA,NA,NA,"hydrolase activity","Ubiquitin specific proteinase","USP54","UCH","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17JY3","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL001861","AAEL001861-PA.",NA,NA,"protein import into nucleus; protein localization to nuclear inner membrane; RNA export from nucleus; transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery","structural constituent of nuclear pore","Nuclear pore complex protein","NUP155","Nucleoporin_C,Nucleoporin_N","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K20","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL001832","AAEL001832-PA.",NA,NA,"positive regulation of epidermal growth factor receptor signaling pathway; positive regulation of fibroblast growth factor receptor signaling pathway; signal transduction",NA,"Ras association (RalGDS/AF-6) domain",NA,"RA","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K58","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL001819","AAEL001819-PA.",NA,NA,NA,NA,"Transmembrane protein 65","TMEM65","TMEM65","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K67","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL001780","Homeobox protein distal-less dlx.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","Homeobox domain","DLX1","Homeobox","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K68","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL001776","AAEL001776-PA.",NA,NA,NA,NA,"Sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","DLX1","Homeobox","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17KU1","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL001567","Myocyte-specific enhancer factor 2d.",NA,NA,"cell differentiation; heart development; positive regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; histone deacetylase binding; protein dimerization activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding","enhancer factor","MEF2C","HJURP_C,SRF-TF","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17L13","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL001482","AAEL001482-PA.",NA,NA,NA,NA,"S phase cyclin A-associated protein in the endoplasmic reticulum","SCAPER","SCAPER_N,zf-met","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17LA6","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL001437","AAEL001437-PA.",NA,NA,"post-embryonic development; regulation of developmental process; regulation of DNA-templated transcription; regulation of multicellular organismal process",NA,"Domain B in dwarfin family proteins",NA,"MH2","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17M42","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL001104","AAEL001104-PA.",NA,NA,"neuron projection morphogenesis; positive regulation of axon extension; postsynaptic actin cytoskeleton organization; regulation of actin filament polymerization","actin filament binding","Actin depolymerisation factor/cofilin -like domains","DBNL","Cofilin_ADF,SH3_1,SH3_9","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MT6","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX1","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL000868","AAEL000868-PA.",NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.",NA,"PDZ","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX6","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL000908","AAEL000908-PA.",NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","DFNB31","PDZ","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX7","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL000891","AAEL000891-PA.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17N01","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL000860","AAEL000860-PA.",NA,NA,NA,NA,NA,"uzip","DUF3421","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NC1","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL000729","AAEL000729-PA.",NA,NA,"regulation of translation","mRNA binding","nucleic acid binding","MSI1","RRM_1","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NE5","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL000741","Ecdysone-induced protein 74EF (ETS transcription factor E74A).",NA,NA,"autophagy; cell differentiation; regulation of development, heterochronic","DNA-binding transcription activator activity, RNA polymerase II-specific; sequence-specific DNA binding","erythroblast transformation specific domain","ELF2","Elf-1_N,Ets","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NJ1","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"TOLL8","AAEL000633-PA.",NA,NA,"axis elongation; convergent extension; neuron development; regulation of macromolecule biosynthetic process; signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NP6","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL000597","AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.",NA,"Cadherins are calcium-dependent cell adhesion proteins","axon extension involved in axon guidance; cell migration; homophilic cell adhesion via plasma membrane adhesion molecules; ommatidial rotation; R7 cell development; R8 cell development","beta-catenin binding; cadherin binding; calcium ion binding","Cadherins are calcium-dependent cell adhesion proteins","hmr-1","Cadherin,Cadherin_C,EGF,Laminin_G_2,hEGF","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
