"Gene ID","source_id","Organism","Gene Name or Symbol","Transcript Product Description","UniProt ID(s)"
"AAEL026249","AAEL026249-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026250","AAEL026250-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026251","AAEL026251-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026252","AAEL026252-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026253","AAEL026253-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026253","AAEL026253-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FMW9,Q0IEK6"
"AAEL026254","AAEL026254-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026255","AAEL026255-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026256","AAEL026256-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4G1S6,Q16GA2,Q16KK2"
"AAEL026257","AAEL026257-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026258","AAEL026258-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026259","AAEL026259-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16EX6"
"AAEL026259","AAEL026259-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026260","AAEL026260-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026260","AAEL026260-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16LK2"
"AAEL026260","AAEL026260-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16LK0"
"AAEL026261","AAEL026261-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026262","AAEL026262-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026263","AAEL026263-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026264","AAEL026264-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026265","AAEL026265-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026266","AAEL026266-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026266","AAEL026266-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026266","AAEL026266-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026267","AAEL026267-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026268","AAEL026268-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026269","AAEL026269-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026269","AAEL026269-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026269","AAEL026269-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16W55"
"AAEL026270","AAEL026270-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026271","AAEL026271-RA","Aedes aegypti LVP_AGWG","N/A","Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]","Q16IE4"
"AAEL026272","AAEL026272-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026273","AAEL026273-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026274","AAEL026274-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q176G3,Q17IB8"
"AAEL026274","AAEL026274-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026275","AAEL026275-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026276","AAEL026276-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16XQ1"
"AAEL026276","AAEL026276-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026276","AAEL026276-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026276","AAEL026276-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026277","AAEL026277-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026278","AAEL026278-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16JI2"
"AAEL026278","AAEL026278-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026278","AAEL026278-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026279","AAEL026279-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026280","AAEL026280-RA","Aedes aegypti LVP_AGWG","N/A","Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]","Q16IE4"
"AAEL026281","AAEL026281-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026282","AAEL026282-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026283","AAEL026283-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026284","AAEL026284-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026285","AAEL026285-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026286","AAEL026286-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026287","AAEL026287-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026287","AAEL026287-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026287","AAEL026287-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026287","AAEL026287-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173M8"
"AAEL026288","AAEL026288-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17IY8"
"AAEL026289","AAEL026289-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026290","AAEL026290-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026291","AAEL026291-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026292","AAEL026292-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026292","AAEL026292-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026293","AAEL026293-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026294","AAEL026294-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026295","AAEL026295-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026296","AAEL026296-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026296","AAEL026296-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026297","AAEL026297-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16GL8,Q171J8,Q8MQU8"
"AAEL026297","AAEL026297-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026298","AAEL026298-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026299","AAEL026299-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026300","AAEL026300-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026301","AAEL026301-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026302","AAEL026302-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026303","AAEL026303-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026304","AAEL026304-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026305","AAEL026305-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026306","AAEL026306-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4G6X4"
"AAEL026307","AAEL026307-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026308","AAEL026308-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026309","AAEL026309-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17MV0"
"AAEL026309","AAEL026309-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026309","AAEL026309-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026310","AAEL026310-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","J9HJH6,Q16HR1"
"AAEL026311","AAEL026311-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026312","AAEL026312-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026313","AAEL026313-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17Q64"
"AAEL026314","AAEL026314-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026315","AAEL026315-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026316","AAEL026316-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026317","AAEL026317-RA","Aedes aegypti LVP_AGWG","N/A","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","Q173V2"
"AAEL026318","AAEL026318-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026319","AAEL026319-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026320","AAEL026320-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026321","AAEL026321-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","P85316"
"AAEL026322","AAEL026322-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026323","AAEL026323-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026323","AAEL026323-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026324","AAEL026324-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026325","AAEL026325-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026326","AAEL026326-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026327","AAEL026327-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16EE4"
"AAEL026328","AAEL026328-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026329","AAEL026329-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026330","AAEL026330-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16VP7"
"AAEL026331","AAEL026331-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026332","AAEL026332-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026333","AAEL026333-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026334","AAEL026334-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026335","AAEL026335-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026336","AAEL026336-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026337","AAEL026337-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026337","AAEL026337-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026338","AAEL026338-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FTL4,Q16Q12"
"AAEL026339","AAEL026339-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026339","AAEL026339-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026340","AAEL026340-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026341","AAEL026341-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026342","AAEL026342-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026343","AAEL026343-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17A34"
"AAEL026344","AAEL026344-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026345","AAEL026345-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026346","AAEL026346-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026347","AAEL026347-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FGW9,Q171W4"
"AAEL026348","AAEL026348-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026348","AAEL026348-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026349","AAEL026349-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026350","AAEL026350-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026351","AAEL026351-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026351","AAEL026351-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026352","AAEL026352-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026353","AAEL026353-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026354","AAEL026354-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16PJ9"
"AAEL026355","AAEL026355-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026355","AAEL026355-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0N8ES58,A0A1S4FKS6"
"AAEL026355","AAEL026355-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0N8ES58,Q16XE7"
"AAEL026355","AAEL026355-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026355","AAEL026355-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FKS6"
"AAEL026356","AAEL026356-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026357","AAEL026357-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4G4U7,Q0IF04,Q1DGW7"
"AAEL026358","AAEL026358-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026359","AAEL026359-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026360","AAEL026360-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026361","AAEL026361-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q170H7"
"AAEL026362","AAEL026362-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026363","AAEL026363-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026364","AAEL026364-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026364","AAEL026364-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q177N1"
"AAEL026365","AAEL026365-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026366","AAEL026366-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026367","AAEL026367-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026367","AAEL026367-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026367","AAEL026367-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026367","AAEL026367-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026367","AAEL026367-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FJ50,Q16ED8,Q16Z87"
"AAEL026367","AAEL026367-RF","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026367","AAEL026367-RG","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026368","AAEL026368-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026369","AAEL026369-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026370","AAEL026370-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026371","AAEL026371-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0P6IZG1"
"AAEL026372","AAEL026372-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026373","AAEL026373-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026374","AAEL026374-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026375","AAEL026375-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026376","AAEL026376-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026377","AAEL026377-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026378","AAEL026378-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026379","AAEL026379-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026380","AAEL026380-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026381","AAEL026381-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026381","AAEL026381-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026381","AAEL026381-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026381","AAEL026381-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026381","AAEL026381-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17HP2"
"AAEL026381","AAEL026381-RF","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026382","AAEL026382-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q1DGH1"
"AAEL026383","AAEL026383-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026383","AAEL026383-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026384","AAEL026384-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026385","AAEL026385-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026386","AAEL026386-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026387","AAEL026387-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026387","AAEL026387-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16PV5,Q175C2"
"AAEL026388","AAEL026388-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026389","AAEL026389-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026390","AAEL026390-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026391","AAEL026391-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026392","AAEL026392-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q178G3"
"AAEL026392","AAEL026392-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026392","AAEL026392-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026392","AAEL026392-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q178F8"
"AAEL026392","AAEL026392-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026392","AAEL026392-RF","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q178F8"
"AAEL026392","AAEL026392-RG","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026392","AAEL026392-RH","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026392","AAEL026392-RI","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026392","AAEL026392-RJ","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026392","AAEL026392-RK","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026392","AAEL026392-RL","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026393","AAEL026393-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026394","AAEL026394-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026395","AAEL026395-RA","Aedes aegypti LVP_AGWG","N/A","Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]","Q16N56"
"AAEL026396","AAEL026396-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026397","AAEL026397-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026398","AAEL026398-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026399","AAEL026399-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026400","AAEL026400-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026401","AAEL026401-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026402","AAEL026402-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026403","AAEL026403-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026404","AAEL026404-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026405","AAEL026405-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026406","AAEL026406-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026407","AAEL026407-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026408","AAEL026408-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026409","AAEL026409-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4F2X7,Q17GY0"
"AAEL026410","AAEL026410-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026410","AAEL026410-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17M64"
"AAEL026410","AAEL026410-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026410","AAEL026410-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026410","AAEL026410-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026410","AAEL026410-RF","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026410","AAEL026410-RG","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026410","AAEL026410-RH","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026410","AAEL026410-RI","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026410","AAEL026410-RJ","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17M64"
"AAEL026410","AAEL026410-RK","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026410","AAEL026410-RL","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026411","AAEL026411-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026412","AAEL026412-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16IP2"
"AAEL026413","AAEL026413-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026414","AAEL026414-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026415","AAEL026415-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026416","AAEL026416-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026416","AAEL026416-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17N53"
"AAEL026416","AAEL026416-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17N53"
"AAEL026417","AAEL026417-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
